,NAME,host_identity_verified,host.name,neighbourhood.group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room.type,Construction.year,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
50446,"Greenpoint- Quiet Block, Tree Lined Street, Trendy",verified,Nicole,Brooklyn,Greenpoint,40.72833,-73.94811,TRUE,moderate,Entire home/apt,2003,$337 ,$67 ,2,53,4.05,3,1,85
100178,"Brand New Modern Luxury Apt, Room B",unconfirmed,Jerry,Brooklyn,Sunset Park,40.65477,-74.001,FALSE,flexible,Private room,2005,$337 ,$67 ,1,32,1.14,3,3,292
91972,Spacious 3BR Brownstone with HUGE backyard,verified,Kate,Brooklyn,Crown Heights,40.67091,-73.94888,TRUE,flexible,Entire home/apt,2015,$337 ,$67 ,4,6,0.26,2,1,96
1624,Luxury Furnished 1 BR Apartment Near Central Park,verified,Izi,Manhattan,Upper West Side,40.78674,-73.97243,FALSE,moderate,Entire home/apt,2014,$337 ,$67 ,30,4,0.06,1,8,6
88735,Huge Historic Brooklyn Loft Minutes From Manhattan,verified,Jody,Brooklyn,Williamsburg,40.71933,-73.95993,FALSE,strict,Entire home/apt,2012,$337 ,$67 ,1,157,4.58,5,1,155
1480,1 bedroom apt in heart of Chelsea,verified,Nika,Manhattan,Chelsea,40.741,-73.99957,FALSE,moderate,Entire home/apt,2009,$336 ,$67 ,2,10,0.13,1,1,341
89429,SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!,unconfirmed,Eleanor & Kameon,Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,FALSE,strict,Entire home/apt,2008,$336 ,$67 ,4,9,0.29,5,1,0
57864,Perfect NYC/Williamsburg Location,unconfirmed,Omri,Brooklyn,Williamsburg,40.71294,-73.94461,TRUE,flexible,Private room,2019,$336 ,$67 ,3,148,1.24,3,1,217
10682,Cosy double bedroom in Brooklyn #2,verified,Sophie,Brooklyn,Bushwick,40.70015,-73.92693,TRUE,strict,Private room,2010,$336 ,$67 ,2,1,0.02,1,2,291
99694,SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!,unconfirmed,Eleanor & Kameon,Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,FALSE,flexible,Entire home/apt,2008,$336 ,$67 ,4,9,0.29,5,1,0
51548,Large Bedroom w/ Private Bathroom & Private Entry,unconfirmed,Jingyi,Staten Island,Tompkinsville,40.62988,-74.08639,TRUE,flexible,Private room,2013,$336 ,$67 ,1,32,3.25,5,2,89
30456,"luxury 2 bedrom, 1 bath, 1 living room top FL view",verified,Tony,Queens,Flushing,40.75654,-73.83146,TRUE,flexible,Entire home/apt,2020,$336 ,$67 ,2,31,2.12,3,7,68
4542,Sunny 1 BD in trendy Prospect Heights Brooklyn.,verified,Victoria And Juliana,Brooklyn,Prospect Heights,40.67391,-73.96739,TRUE,moderate,Entire home/apt,2020,$335 ,$67 ,21,5,0.08,1,1,128
100128,Cute Greenpoint room,verified,Louise,Brooklyn,Greenpoint,40.73419,-73.95675,FALSE,flexible,Private room,2022,$335 ,$67 ,3,1,0.03,2,1,0
96291,Cozy private room in the center of NYC 23B2,unconfirmed,John,Manhattan,Hell's Kitchen,40.7551,-73.99556,TRUE,strict,Private room,2017,$335 ,$67 ,7,8,0.73,4,47,362
33555,"Beautiful NYC Private Room/Bath, Late Check-In OK",unconfirmed,William,Bronx,Allerton,40.86017,-73.86198,FALSE,flexible,Private room,2007,$335 ,$67 ,1,36,3.5,2,5,57
20041,Cute Greenpoint room,unconfirmed,Louise,Brooklyn,Greenpoint,40.73419,-73.95675,TRUE,moderate,Private room,2022,$335 ,$67 ,3,1,0.03,2,1,0
56777,"Bright renovated apartment, quiet Bushwick block!",unconfirmed,Jessica,Brooklyn,Bushwick,40.69605,-73.92438,TRUE,moderate,Entire home/apt,2009,$334 ,$67 ,3,97,2.1,5,1,107
98355,Comfy and cute UWS bedroom,unconfirmed,Enrique,Manhattan,Upper West Side,40.80313,-73.96745,FALSE,moderate,Private room,2009,$334 ,$67 ,3,1,0.16,4,1,3
96940,Charming Duplex with spacious & private back yard,unconfirmed,J.D.,Manhattan,Midtown,40.75707,-73.96417,FALSE,strict,Entire home/apt,2011,$334 ,$67 ,2,12,1.01,3,1,14
58220,The Game Room,unconfirmed,Queen,Bronx,Claremont Village,40.84279,-73.90963,TRUE,flexible,Entire home/apt,2017,$334 ,$67 ,1,16,0.52,5,2,361
32849,5min to JFK! Private 3 bedroom Apt-Whole 1st Floor,unconfirmed,Johann,Queens,Jamaica,40.69267,-73.80159,FALSE,strict,Entire home/apt,2016,$334 ,$67 ,1,10,0.78,3,4,82
32058,2 Bedroom 1 Bath by NYC Train and Major Highways,unconfirmed,Monique & Bianca,Bronx,Kingsbridge,40.88485,-73.89756,TRUE,strict,Entire home/apt,2007,$334 ,$67 ,2,25,1.79,5,1,356
93054,Lovely 1 bedroom in East Harlem,unconfirmed,Eni,Manhattan,East Harlem,40.80086,-73.93979,TRUE,moderate,Entire home/apt,2015,$334 ,$67 ,5,15,0.93,4,1,46
39037,Huge Renovated Studio in Manhattan,unconfirmed,Aliona,Manhattan,Upper West Side,40.78549,-73.97535,FALSE,flexible,Entire home/apt,2012,$334 ,$67 ,5,1,0.16,3,1,0
37417,"ALL PRIVATE - Bedroom, Bath and Kitchenette",verified,Bryan,Brooklyn,Bushwick,40.6952,-73.91535,TRUE,flexible,Private room,2022,$334 ,$67 ,3,35,4.34,4,1,127
87266,cozy two bedroom apt by central park,verified,Alex,Manhattan,East Harlem,40.78672,-73.94519,FALSE,flexible,Entire home/apt,2007,$334 ,$67 ,3,119,3.31,3,3,238
51763,The Taproom,verified,Andrew,Brooklyn,Bedford-Stuyvesant,40.69909,-73.93937,TRUE,strict,Entire home/apt,2003,$333 ,$67 ,2,67,6.24,4,1,124
12595,mid century modern apartment,unconfirmed,Anne,Manhattan,Murray Hill,40.74695,-73.98062,FALSE,flexible,Entire home/apt,2007,$333 ,$67 ,2,13,0.3,4,1,158
42567,★★ Spacious Single House | Close to Everything! ★★,verified,J.C & Johanna,Brooklyn,Williamsburg,40.70984,-73.96366,FALSE,flexible,Entire home/apt,2013,$333 ,$67 ,1,24,6.43,3,1,45
75174,★★ Spacious Single House | Close to Everything! ★★,verified,J.C & Johanna,Brooklyn,Williamsburg,40.70984,-73.96366,FALSE,moderate,Entire home/apt,2013,$333 ,$67 ,1,24,6.43,3,1,45
49988,Large & Lively Noho Studio in the heart of it all!,verified,Alex,Manhattan,Greenwich Village,40.73079,-73.99282,FALSE,strict,Entire home/apt,2010,$333 ,$67 ,1,24,0.58,2,1,13
41128,Spacious Studio with Amazing Views,unconfirmed,Jor,Manhattan,Chelsea,40.74415,-73.99483,FALSE,moderate,Entire home/apt,2009,$333 ,$67 ,3,1,1,4,1,60
53236,纽约之家(PrivateBathroom5),unconfirmed,Amy,Queens,Flushing,40.74537,-73.83252,FALSE,moderate,Private room,2008,$333 ,$67 ,1,108,2,4,8,63
38376,The Cozy Studio Midtown Manhattan,unconfirmed,Maria,Manhattan,Midtown,40.74741,-73.98732,FALSE,moderate,Entire home/apt,2003,$333 ,$67 ,3,16,2.44,2,1,321
65064,Queen room,unconfirmed,Mark,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91738,FALSE,strict,Private room,2013,$333 ,$67 ,30,1,0.12,2,2,178
26002,Sunny Bushwick Room w/ Rooftop Manhattan View!,verified,Lindsay,Brooklyn,Bushwick,40.70574,-73.92289,FALSE,moderate,Private room,2010,$333 ,$67 ,1,14,0.62,3,2,0
12520,Warm Warm Wooded Quiet City Escape,unconfirmed,Ruth,Manhattan,East Village,40.72888,-73.98193,FALSE,strict,Entire home/apt,2020,$333 ,$67 ,160,2,0.05,1,2,139
11917,Great  2br East Village Apartment,unconfirmed,Whitney,Manhattan,East Village,40.72404,-73.98838,TRUE,moderate,Entire home/apt,2013,$332 ,$66 ,1,2,0.05,4,1,98
69373,Artist's Ditmas Pk 5 bedroom house,unconfirmed,Rick,Brooklyn,Flatbush,40.64229,-73.96548,FALSE,flexible,Entire home/apt,2009,$332 ,$66 ,1,169,2.08,2,1,344
62639,Awesome Duplex apartment on Atlantic ave,verified,Romeo,Queens,Richmond Hill,40.69455,-73.82899,FALSE,moderate,Private room,2018,$332 ,$66 ,1,2,0.48,5,5,365
62773,Luxury apartment building.  Mid West side.,verified,Marcos,Manhattan,Upper West Side,40.77808,-73.98764,FALSE,strict,Entire home/apt,2008,$332 ,$66 ,30,1,0.2,3,1,0
68905,2-bedroom luxury apartment in the heart of Chelsea,unconfirmed,Agustin,Manhattan,Chelsea,40.74221,-73.99626,TRUE,strict,Entire home/apt,2014,$332 ,$66 ,9,2,0.11,4,1,0
100697,2 Bedrooms Entire Beautiful Apt in Williamsburg!,verified,Sebastian,Brooklyn,Williamsburg,40.71372,-73.96232,TRUE,flexible,Entire home/apt,2016,$332 ,$66 ,4,9,0.42,4,2,291
37610,Luxury high ceiling penthouse apartment,unconfirmed,Guangnan,Queens,Long Island City,40.74781,-73.93891,TRUE,strict,Entire home/apt,2013,$332 ,$66 ,20,9,1.27,3,1,21
13832,Cosy room in a Brooklyn brownstone,unconfirmed,Eleonora,Brooklyn,Bedford-Stuyvesant,40.68379,-73.9405,FALSE,moderate,Private room,2022,$332 ,$66 ,1,2,0.06,2,1,60
85163,Luxury 1BR Midtown East-Near the UN,verified,Laura,Manhattan,Midtown,40.75314,-73.97367,FALSE,strict,Entire home/apt,2010,$331 ,$66 ,2,5,0.13,2,3,273
15341,Luxury 1BR Midtown East-Near the UN,verified,Laura,Manhattan,Midtown,40.75314,-73.97367,FALSE,flexible,Entire home/apt,2010,$331 ,$66 ,2,5,0.13,2,3,273
44087,Amazing Times Square Location! Private BR in Loft!,verified,Aleksey,Manhattan,Hell's Kitchen,40.7574,-73.99395,TRUE,moderate,Private room,2018,$331 ,$66 ,31,2,0.82,5,3,0
93056,Private 1-bedroom Apartment in the Lombardy,unconfirmed,Ian,Manhattan,Midtown,40.76163,-73.97113,TRUE,moderate,Entire home/apt,2019,$331 ,$66 ,1,108,6.4,2,3,216
49998,♥️🏆🦜TwiceAsBetterHome Inn 1BR3GUESTS JFK7-LGA15 MIN,unconfirmed,Better Home,Queens,Springfield Gardens,40.66353,-73.76727,TRUE,strict,Entire home/apt,2020,$331 ,$66 ,1,321,8.27,2,3,347
63187,Beautifull Top floor Beach House,unconfirmed,Joe,Queens,Belle Harbor,40.58029,-73.84113,TRUE,moderate,Entire home/apt,2006,$331 ,$66 ,30,123,1.72,4,7,305
30123,Private 1-bedroom Apartment in the Lombardy,unconfirmed,Ian,Manhattan,Midtown,40.76163,-73.97113,FALSE,strict,Entire home/apt,2019,$331 ,$66 ,1,108,6.4,2,3,216
6923,Contemporary & Clean 1 bdrm Apartment(Lower Level),verified,Emmanuel,Queens,Bayside,40.7583,-73.77232,FALSE,flexible,Entire home/apt,2022,$330 ,$66 ,2,123,4.69,2,1,261
14878,"Clean, comfortable and convenient UES Studio",unconfirmed,Kate,Manhattan,Upper East Side,40.78226,-73.95332,FALSE,strict,Entire home/apt,2006,$330 ,$66 ,1,11,0.3,5,1,78
14326,COZY STUDIO APARTMENT FOR 2 ♡,unconfirmed,Remi O.,Manhattan,East Harlem,40.80586,-73.93861,FALSE,moderate,Entire home/apt,2020,$330 ,$66 ,5,2,0.05,4,1,140
42849,Lincoln Center Haven - private room with ensuite,verified,Jaclyn,Manhattan,Upper West Side,40.77477,-73.97958,FALSE,flexible,Private room,2015,$330 ,$66 ,NA,7,2.56,4,1,302
63586,Huge room near CUMC,verified,Hana,Manhattan,Washington Heights,40.84282,-73.94071,FALSE,flexible,Private room,2016,$330 ,$66 ,30,2,0.32,3,2,247
84148,COZY STUDIO APARTMENT FOR 2 ♡,verified,Remi O.,Manhattan,East Harlem,40.80586,-73.93861,TRUE,strict,Entire home/apt,2020,$330 ,$66 ,5,2,0.05,4,1,140
34485,"Enormous sun-drenched loft in Bed Stuy, Brooklyn",unconfirmed,Andrew,Brooklyn,Bedford-Stuyvesant,40.69519,-73.95465,TRUE,moderate,Entire home/apt,2014,$330 ,$66 ,2,12,1.09,3,1,0
78785,Private room in stylish uptown apartment,verified,Kareem,Manhattan,Harlem,40.82316,-73.95343,FALSE,flexible,Private room,2017,$330 ,$66 ,30,1,0.07,3,2,133
65571,Studio Loft: Cleaning CDC guidelines implemented,unconfirmed,Vida,Brooklyn,Greenpoint,40.72558,-73.94208,TRUE,strict,Entire home/apt,2011,$330 ,$66 ,30,9,0.11,4,28,308
69010,Midtown West Hotel NYC ( Economy queen),unconfirmed,Joe,Manhattan,Chelsea,40.75079,-73.99625,TRUE,flexible,Private room,2017,$329 ,$66 ,1,19,3.88,4,23,67
100421,APT FOR UP TO 4! Dream location & private terrace!,unconfirmed,Romina,Manhattan,Gramercy,40.73873,-73.98714,FALSE,strict,Entire home/apt,2007,$329 ,$66 ,3,1,0.04,5,1,0
4863,"“No Place Like Home”
1st Floor Suburban Apt.",unconfirmed,"Lisa, Nancy & John",Staten Island,Eltingville,40.54268,-74.16254,FALSE,strict,Private room,2014,$329 ,$66 ,1,145,2.38,3,1,103
83860,EAST 60TH STREET STUDIO WITH 2 DOUBLE BEDS,unconfirmed,Rated,Manhattan,Upper East Side,40.76114,-73.961,TRUE,moderate,Entire home/apt,2019,$329 ,$66 ,30,1,0.05,3,33,365
88139,Cozy Brooklyn Studio Apt in Clinton Hill,unconfirmed,Anthony,Brooklyn,Clinton Hill,40.68634,-73.9661,TRUE,flexible,Entire home/apt,2010,$329 ,$66 ,2,47,1.34,2,1,0
19798,Stylish & Peaceful Retreat in LES Dream Location!,verified,Davis & Coco,Manhattan,Chinatown,40.71454,-73.99271,FALSE,strict,Entire home/apt,2016,$329 ,$66 ,7,58,1.79,2,1,36
84899,Prime Carroll Gardens Apartment,,Thomas,Brooklyn,Carroll Gardens,40.68268,-73.99687,FALSE,flexible,Entire home/apt,2003,$329 ,$66 ,2,90,2.31,4,1,42
35627,Sun-drenched 3BD apt in Harlem,verified,Willy,Manhattan,Harlem,40.82302,-73.94259,FALSE,strict,Entire home/apt,2004,$329 ,$66 ,3,12,1.29,3,4,230
14427,Summer in the City,unconfirmed,Lou,Queens,Astoria,40.76821,-73.9125,TRUE,flexible,Private room,2022,$329 ,$66 ,1,72,1.82,3,4,155
52716,(1)Comfy Home Away From Home/Multiple rooms!!,unconfirmed,Pamela,Brooklyn,Bedford-Stuyvesant,40.68956,-73.95535,FALSE,strict,Private room,2021,$328 ,$66 ,1,190,2.96,4,4,361
82467,Argyle Road Brooklyn,verified,Sarah,Brooklyn,Flatbush,40.63646,-73.96484,FALSE,moderate,Entire home/apt,2007,$328 ,$66 ,2,58,2.7,4,1,312
37154,Explore NYC From Our Private Studio w/Free Wifi,verified,Casa Victoria,Queens,Corona,40.75047,-73.85374,TRUE,moderate,Private room,2017,$328 ,$66 ,1,26,3.45,3,1,115
8809,Cozy private  bedroom  & bathroom,verified,Andrea,Queens,Astoria,40.75706,-73.91834,TRUE,strict,Private room,2015,$328 ,$66 ,1,7,0.15,2,1,152
37549,Elevated Bushwick Apartment w/360 Brooklyn Views,unconfirmed,Michael,Brooklyn,Bushwick,40.6989,-73.9246,FALSE,strict,Entire home/apt,2005,$328 ,$66 ,2,19,2.38,5,2,0
27430,Bed-Stuy Apt for Groups,unconfirmed,Melissa,Brooklyn,Bedford-Stuyvesant,40.69374,-73.95641,TRUE,moderate,Entire home/apt,2016,$328 ,$66 ,4,22,1.49,3,34,309
96010,"New 3 Bdrm Urban Lux Oasis w/Deck, 50 Ft to Subway",verified,Debbie & Hilel,Brooklyn,Crown Heights,40.66757,-73.92981,FALSE,flexible,Entire home/apt,2016,$328 ,$66 ,2,36,2.8,3,1,321
58933,"Bright, Long-term Pet-Friendly Haven in Park Slope",verified,Rj,Brooklyn,South Slope,40.66612,-73.99138,FALSE,flexible,Entire home/apt,2004,$328 ,$66 ,30,12,0.42,2,1,200
89199,Spacious Private Bedroom in the North Bronx,verified,Liliana,Bronx,Kingsbridge,40.88283,-73.89326,TRUE,moderate,Private room,2006,$328 ,$66 ,3,2,0.07,5,1,363
67302,1 BR UPPER EAST SIDE,verified,Michele,Manhattan,Upper East Side,40.77318,-73.95156,TRUE,flexible,Entire home/apt,2021,$328 ,$66 ,45,30,0.38,2,1,90
13690,Cinque Terre Room.  Clean and Quiet Queen Bedroom,verified,John,Brooklyn,Gravesend,40.6081,-73.97541,TRUE,moderate,Private room,2016,$327 ,$65 ,1,24,0.64,1,6,54
66911,Prime Williamsburg loft on Bedford,unconfirmed,Mette,Brooklyn,Williamsburg,40.71721,-73.95869,FALSE,moderate,Entire home/apt,2022,$327 ,$65 ,30,93,1.01,4,1,0
11316,Studio Apt on The Upper West Side,verified,Brady,Manhattan,Upper West Side,40.77874,-73.98437,FALSE,moderate,Entire home/apt,2013,$327 ,$65 ,5,15,0.35,2,1,333
56886,Classy 2 Bedroom 10 mins from BARCLAYS CTR,unconfirmed,Emma,Brooklyn,Clinton Hill,40.6933,-73.96912,FALSE,flexible,Entire home/apt,2017,$327 ,$65 ,3,60,1.96,2,1,66
1650,"East Village Studio, Great Location",unconfirmed,Jack,Manhattan,East Village,40.72699,-73.97969,FALSE,moderate,Entire home/apt,2011,$327 ,$65 ,4,213,2.62,2,1,144
61924,Large Luxury Upper East Side Studio,unconfirmed,Marina,Manhattan,Upper East Side,40.7688,-73.95825,TRUE,strict,Entire home/apt,2013,$327 ,$65 ,30,43,0.34,5,1,180
69826,"East Village Studio, Great Location",unconfirmed,Jack,Manhattan,East Village,40.72699,-73.97969,FALSE,flexible,Entire home/apt,2011,$327 ,$65 ,4,213,2.62,2,1,277
80841,Room in Beautiful Beach Bungalow!,verified,Jo,Queens,Far Rockaway,40.59326,-73.76037,TRUE,moderate,Private room,2018,$326 ,$65 ,1,33,1.33,3,1,36
56841,Luxury Studio apartment in Williamsburg,verified,Virginia,Brooklyn,Williamsburg,40.70988,-73.96978,TRUE,flexible,Entire home/apt,2017,$326 ,$65 ,30,1,0.67,5,1,105
26529,Private Brownstone Bedroom!!!,unconfirmed,Giovanni,Brooklyn,Bedford-Stuyvesant,40.68563,-73.93863,TRUE,strict,Private room,2010,$326 ,$65 ,2,23,1.08,4,5,0
37122,Large 1 bedroom apartment available,verified,Nikia,Manhattan,Harlem,40.82267,-73.95044,FALSE,strict,Entire home/apt,2006,$326 ,$65 ,3,1,0.12,4,1,0
88298,Comfy stay in the heart of NYC!,verified,Megan,Manhattan,West Village,40.73546,-74.00263,TRUE,flexible,Shared room,2012,$325 ,$65 ,1,37,1.05,4,1,0
26797,"2 Bedrooms For Groups, GREAT LOCATION",unconfirmed,Leslie,Manhattan,Midtown,40.74517,-73.98484,TRUE,strict,Private room,2022,$325 ,$65 ,2,12,0.65,4,4,165
88360,Brooklyn @ Best ✨ cozy 1br garden,unconfirmed,Shanise,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93344,FALSE,strict,Shared room,2016,$325 ,$65 ,1,3,0.09,4,1,0
39390,"Artsy duplex for 6, close to US Open & Manhattan",verified,Samanta,Queens,Astoria,40.76167,-73.91346,TRUE,moderate,Entire home/apt,2021,$325 ,$65 ,2,29,5.15,3,3,116
73988,Descanza con plenitud,verified,Mary Luz,Queens,East Elmhurst,40.76587,-73.87968,FALSE,strict,Private room,2004,$325 ,$65 ,2,8,1.88,4,1,10
34561,Modern Staten Island Townhouse- Welcome home!,unconfirmed,Arika,Staten Island,Randall Manor,40.6406,-74.11702,TRUE,flexible,Entire home/apt,2012,$325 ,$65 ,2,39,3.45,5,1,45
98648,23 steps to subway!,verified,Vik,Queens,Long Island City,40.7563,-73.92971,FALSE,flexible,Entire home/apt,2012,$325 ,$65 ,2,8,1.1,4,5,144
88825,"CLASSIC BRICK BROOKLYN. Rooftop, plants, books...",verified,Rebecca,Brooklyn,Crown Heights,40.67415,-73.95627,FALSE,flexible,Private room,2017,$325 ,$65 ,4,2,0.06,1,1,14
21632,Great spacious room in Stylish apt near Highline,verified,Daniel,Manhattan,Chelsea,40.7456,-74.00107,TRUE,moderate,Private room,2009,$324 ,$65 ,5,66,2.37,2,2,99
22013,"5mins from JFK, one cozy bedroom for one",unconfirmed,Kevin,Queens,Jamaica,40.6809,-73.78196,TRUE,moderate,Private room,2014,$324 ,$65 ,1,173,6.15,1,2,365
78796,Great spacious room in Stylish apt near Highline,verified,Daniel,Manhattan,Chelsea,40.7456,-74.00107,TRUE,moderate,Private room,2009,$324 ,$65 ,5,66,2.37,2,2,99
76031,Peaceful cove in Williamsburg!,unconfirmed,Daniela,Brooklyn,Williamsburg,40.7119,-73.94431,FALSE,strict,Private room,2015,$324 ,$65 ,3,17,0.5,4,1,4
34919,Child Friendly Cat Lovers Apartment,unconfirmed,Marie,Brooklyn,Flatbush,40.64599,-73.95986,FALSE,strict,Private room,2020,$324 ,$65 ,2,2,2,2,1,77
65912,Private and Comfortable bedroom,unconfirmed,Marta,Queens,Richmond Hill,40.70063,-73.83369,FALSE,moderate,Private room,2005,$324 ,$65 ,4,72,1.27,2,1,0
72037,Brooklyn Studio near ALL subways,verified,Edixon,Brooklyn,Fort Greene,40.68854,-73.97789,FALSE,flexible,Entire home/apt,2012,$324 ,$65 ,2,4,0.13,3,1,0
25593,Spacious Bedroom in Luxury Downtown,verified,Bret,Manhattan,Financial District,40.7105,-74.00641,FALSE,moderate,Private room,2015,$324 ,$65 ,1,20,0.88,2,5,0
18867,Peaceful cove in Williamsburg!,unconfirmed,Daniela,Brooklyn,Williamsburg,40.7119,-73.94431,TRUE,moderate,Private room,2015,$324 ,$65 ,3,17,0.5,4,1,4
99100,"2-BR Apt 25min from TIMES SQUARE, Near Shops!",verified,Vance,Queens,Astoria,40.75975,-73.91992,NA,,Entire home/apt,2020,$324 ,$65 ,2,4,0.46,2,1,20
95123,The Consuello2,unconfirmed,George,Brooklyn,Bedford-Stuyvesant,40.68456,-73.92489,TRUE,flexible,Entire home/apt,2018,$323 ,$65 ,3,11,0.93,3,2,0
76011,Private natural light oasis with Super Host!!,verified,Ann,Brooklyn,Cypress Hills,40.67825,-73.89416,TRUE,moderate,Private room,2004,$323 ,$65 ,1,174,5.06,5,1,109
61233,Sunny Private Williamsburg Space,unconfirmed,John,Brooklyn,Williamsburg,40.71687,-73.95754,TRUE,moderate,Entire home/apt,2022,$323 ,$65 ,2,214,2.32,3,1,265
98571,Home away from home,verified,Jamie,Queens,Long Island City,40.75472,-73.91891,FALSE,moderate,Entire home/apt,2011,$323 ,$65 ,2,27,2.74,3,1,0
26401,"Elegant Private Room,  Bath & Patio Next to Subway",verified,Nazeer,Bronx,Williamsbridge,40.88192,-73.86186,FALSE,strict,Private room,2009,$323 ,$65 ,1,70,3.55,4,1,283
94697,"Budget Friendly, Spacious Place 10 min to NYC",unconfirmed,Andrew,Brooklyn,Greenpoint,40.72179,-73.9447,TRUE,strict,Private room,2019,$323 ,$65 ,1,30,2.08,4,2,1
19014,Brooklyn Space with Balcony!,verified,Theresa,Brooklyn,Sunset Park,40.66303,-73.99431,FALSE,moderate,Private room,2003,$323 ,$65 ,10,13,0.4,4,2,302
9163,Cozy Bedroom in Renovated Harlem Apartment,unconfirmed,Delesia,Manhattan,Harlem,40.81435,-73.94588,FALSE,strict,Private room,2015,$323 ,$65 ,2,1,0.03,3,1,106
77374,"Private, Clean, Spacious Room with Full Bathroom",verified,Sebastian,Brooklyn,Bushwick,40.68856,-73.91503,FALSE,strict,Private room,2004,$323 ,$65 ,4,4,0.13,2,2,8
18847,Private natural light oasis with Super Host!!,verified,Ann,Brooklyn,Cypress Hills,40.67825,-73.89416,FALSE,flexible,Private room,2004,$323 ,$65 ,1,174,5.06,5,1,109
7875,Perfect 1BD in East Village,verified,Kate,Manhattan,East Village,40.7254,-73.98854,TRUE,strict,Private room,2010,$323 ,$65 ,3,2,0.04,5,1,333
89052,Spacious Room in IDEAL LES LOCATION,verified,Daniel,Manhattan,Chinatown,40.7164,-73.99188,FALSE,strict,Private room,2017,$322 ,$64 ,25,13,0.48,4,5,38
76843,Beautiful & spacious apartment on Upper East Side,unconfirmed,Alexandra,Manhattan,Upper East Side,40.76395,-73.96196,TRUE,flexible,Entire home/apt,2015,$322 ,$64 ,1,3,0.1,1,1,0
4458,Great apt in awesome area,verified,Brian,Manhattan,Upper West Side,40.78576,-73.97594,FALSE,flexible,Entire home/apt,2021,$322 ,$64 ,3,92,1.53,2,1,47
80519,Beautiful/Cozy 2BR Apartment,unconfirmed,Eileen,Brooklyn,Bushwick,40.69297,-73.91788,FALSE,strict,Entire home/apt,2015,$322 ,$64 ,2,93,3.68,1,1,142
35465,West Village Dream - sunny bedroom,unconfirmed,Camille,Manhattan,West Village,40.73039,-74.00208,TRUE,moderate,Private room,2009,$322 ,$64 ,5,4,0.39,2,1,0
53594,Charming 1 Bedroom Garden Apt,verified,Aitan,Brooklyn,Prospect Heights,40.6762,-73.96561,FALSE,strict,Entire home/apt,2021,$322 ,$64 ,3,190,2.88,4,1,27
20454,"Cozy, private room in a 3 br in Gramercy",unconfirmed,Monica,Manhattan,Kips Bay,40.74047,-73.98381,TRUE,moderate,Private room,2003,$322 ,$64 ,2,8,0.26,1,1,0
91584,Cozy sunny room 35 min to Time Square,unconfirmed,Iris,Queens,Rego Park,40.72701,-73.87022,FALSE,flexible,Private room,2012,$321 ,$64 ,1,37,1.3,1,4,0
43867,"Modern and bright 2Bed 2Bath Bushwick, Brooklyn",verified,Ofier,Brooklyn,Bushwick,40.70205,-73.91338,FALSE,flexible,Entire home/apt,2010,$321 ,$64 ,2,4,1.64,2,1,89
55317,Zen Cozy Clean Williamsburg Oasis - best location,unconfirmed,Sara,Brooklyn,Williamsburg,40.7186,-73.94593,FALSE,strict,Entire home/apt,2007,$321 ,$64 ,5,23,1.62,5,1,281
